5.622935899165131701e+00,-1.793830925726855652e+00,3.756792455587055990e+00
4.767694220836066421e+00,-8.629547700930552123e-01,-3.254655462305418467e+00
-5.248869631628577004e+00,-5.718599755889048897e-01,9.185569156977736738e-02
-2.844320718117511415e+00,5.534188048846127472e+00,8.517751091713440803e-02
4.475143920159871946e+00,-9.658605648310479852e-01,-6.822093965709808971e-01
-4.231293525492335839e+00,-5.860823644370641849e-01,8.780262701236919709e-02
1.958104999193437834e+00,2.900377279141395648e-01,-1.369082021917762404e-01
-3.821342662457450245e+00,-1.071996657109464790e+00,5.460889588950725848e-01
4.068341263748227021e+00,-1.981448461254312843e+00,1.729910441223213136e+00
3.040222717158918453e+00,-1.032846039608451560e+00,1.158593226365900453e+00
3.848061120118183798e+00,-9.137912977940231274e-01,-1.760151730265894443e+00
-5.463911148574528198e+00,2.977022923303195845e-01,-9.733567163090017793e-01
-2.072654436858675009e+00,-5.200092380286924776e-01,8.654274217871911201e-01
2.189028561707232257e+00,-1.199985326893851401e+00,-3.776401928492923332e+00
2.970908415229332800e+00,9.610203524442768597e-01,2.731755015704552481e+00
2.078656747662158022e+00,-7.325610266098323553e-01,2.231912487020369262e+00
3.517051546901251324e+00,2.015719265504179458e-01,-1.714604856972052449e+00
-1.843396572468056327e+00,-1.582483508452199539e+00,4.407894895597876506e+00
3.541852666050057330e+00,-1.622805458735188333e+00,-1.214296191589560481e+00
-1.878683139971098592e+00,8.093280032937169577e-02,-8.591309625303837905e-01
3.390989398177370884e+00,-3.795902072753764678e+00,9.517883883323139393e-01
2.808690263334239212e+00,-7.182538971532639871e-02,-2.388071731491268057e+00
-4.918847524573053853e+00,-6.959555474041593248e-01,6.259410171751451646e-01
5.046885972682202848e+00,-7.085777067550735886e-01,2.611252910111381276e+00
2.501339234997772554e+00,-1.283326153530489400e+00,-2.789873198629723827e+00
-7.476503847147651927e-01,1.883453612884549433e-01,9.915371340387563182e-01
2.449467805490128658e+00,4.509891880335494818e+00,1.259307258468813862e+00
1.962384465983096238e+00,2.576972900987763992e+00,2.811831291260857846e+00
-5.500762531618826889e-01,2.714085587434847291e+00,-6.188480236539133372e-01
-1.991327535598797160e+00,-9.679239594372089917e-01,7.219902605542501961e-01
-5.805936267091680314e+00,-4.268338572401643716e-01,-2.555893713331809813e+00
4.209828974612132235e+00,-8.093148243440290157e-01,-1.071870496843354781e+00
2.041157111219787712e+00,-7.306472489153442718e-01,1.196821966267773429e-01
4.215637726163059540e+00,-1.711309533865780663e+00,-1.701537814961856965e+00
-1.169441527852482343e+00,1.821603659900659755e+00,-7.529023054836958551e-02
4.710526453731004537e+00,-1.892101494625246350e+00,9.855345297950356132e-02
-4.504227004571956350e+00,-1.004873349530232440e+00,9.663210647321190949e-01
1.335652884418524755e-01,-2.603070671031695316e+00,3.945046711129380768e+00
6.212340536565626181e-02,1.577986378650922505e+00,8.651416105373243015e-01
-5.809862336764968660e+00,-1.279865044548810671e+00,-9.968425491327500554e-01
