5.620755912006479171e+00,-1.774057906329005174e+00
4.755143032203364761e+00,-9.147262945672172130e-01
-5.245643079900221828e+00,-5.438606896420740133e-01
-2.861065452276454923e+00,5.474910340274944609e+00
4.467327346879124583e+00,-9.749419281514990487e-01
-4.239183324113468210e+00,-6.091897510354026268e-01
1.939150603061462697e+00,2.330480831376081086e-01
-2.846794841284085109e+00,-1.494402441211301058e+00
4.068205117430995443e+00,-1.949719066790068345e+00
3.032991720661184054e+00,-1.046570992735673222e+00
3.836831679217423297e+00,-9.459899570666633339e-01
-5.476814083663493982e+00,2.545416332969597240e-01
-2.065713613844311070e+00,-4.848913008989391149e-01
2.171829181324496094e+00,-1.260340323895891013e+00
2.974885498897372749e+00,9.975616442512426074e-01
2.067996303289778126e+00,-7.447909791211205777e-01
3.516992886821141528e+00,2.068708110777965903e-01
-1.831783880360428718e+00,-1.521648494938026452e+00
3.552718442637890384e+00,-1.564467711058653121e+00
-1.869050282274387964e+00,1.230630809151326138e-01
3.398110881716880805e+00,-3.759018061276024003e+00
2.816943429406417732e+00,-2.674719800624083058e-02
-4.932493954532872316e+00,-7.357310746421006353e-01
5.041112735402706768e+00,-6.940958703154390674e-01
2.495420376032177145e+00,-1.294540402977748528e+00
-7.595281633441729463e-01,1.674449431360609253e-01
2.467619082073909897e+00,4.600619292656748627e+00
1.957720052111015185e+00,2.591745419832063302e+00
-5.763882007792110462e-01,2.635003389542457164e+00
-1.969942788431655822e+00,-8.717042822409386549e-01
-5.826871382951844147e+00,-5.050448514401423283e-01
4.202227730107486181e+00,-8.262178821537132789e-01
2.051304572961649697e+00,-6.739974698762903893e-01
4.204196137676946776e+00,-1.748614398716803020e+00
-1.160258252841680493e+00,1.869448689140059683e+00
4.716263880462324032e+00,-1.848851795725479308e+00
-4.503987974726330279e+00,-9.956338559880925088e-01
1.285938532651488830e-01,-2.579302262854506811e+00
7.359792512194676672e-02,1.641253577338661618e+00
-5.819480235657785272e+00,-1.310333388203994254e+00
2.383320269777377209e+00,-2.131193961225499311e+00
3.227800806374757858e+00,2.184354732200719962e+00
1.939150603061463585e+00,2.330480831376061657e-01
-4.348692598661140218e-01,1.650519500441801846e+00
3.243773276566109587e+00,2.686446535362303045e+00
4.478344799468465531e+00,3.808148099297360201e+00
3.030570213344845332e-01,2.983759399348668295e-01
2.700288211925260473e+00,-6.152633556109213808e-01
-2.495073568400004493e+00,2.113097379302955492e+00
4.760117962200342667e+00,-1.718989048869272951e+00
1.939150603061463585e+00,2.330480831376061657e-01
-5.424186514220975752e+00,-1.270486896552593281e+00
4.868727273766931596e+00,-7.415541364386524226e-01
-4.668561065303297397e+00,9.836263596622873973e-01
2.606479576910710527e+00,-5.131944989899434040e-01
1.819809592821114208e+00,-8.461476208980716063e-01
-8.331872625749611183e-01,3.772914130299807933e+00
-3.594822544484294724e+00,8.784392885693266262e-01
-5.849384291418019188e+00,-1.241266980399374775e+00
-1.052147792304185814e-01,2.542869543039642188e+00
1.547799053971725680e+00,-7.219010442744715483e-01
1.939150603061463585e+00,2.330480831376061657e-01
-6.066026075009617990e+00,-5.286724555815398158e-02
2.598764984843766612e+00,5.878285109760326144e+00
5.228778690564978682e+00,1.517875794348928276e+00
5.262248250757446399e+00,-8.630340657761813306e-02
-5.211814930248838351e+00,-4.165586210872166184e+00
3.653484735923149263e+00,-8.869141592078422232e-01
1.889254746672183183e+00,-1.343542357142309740e+00
-2.973917212596862925e+00,1.978935528694923507e+00
2.072573613627499700e+00,1.745768159510311612e+00
-1.163515866812981470e+00,-1.137924216588300563e+00
1.579740272458610928e+00,-8.388349525878726620e-01
-5.287075241987510665e+00,-1.996929804204685244e+00
4.669646140575949289e+00,1.213477658928878045e+00
2.798492615703183084e+00,-3.966360607699979945e-02
-5.641364550390532973e-01,3.191873399612169759e+00
-2.441379978517351557e+00,2.709658807521648338e+00
-1.378783923732050720e+00,1.453686191393774640e+00
2.330186172203898565e+00,2.623224098667862325e+00
1.939150603061463585e+00,2.330480831376061657e-01
4.352550239335656990e+00,-9.231338920864629038e-01
-6.085206514571368075e+00,-1.303703863211128411e+00
3.562606302705730865e+00,1.820603705106133674e+00
-2.426920514841799825e+00,-8.954956475533503157e-01
-4.121440204980973299e+00,4.160746212593130489e-01
4.368580471630576945e+00,-9.128312700562366544e-01
1.728656408431129554e-01,1.519393874321788018e-01
4.128302498837923551e+00,-2.081987711574313948e+00
-5.005430838949662231e+00,-5.489398830238226973e-02
-6.085206514571368075e+00,-1.303703863211128411e+00
1.470489871971110141e+00,-1.004889139791955044e+00
3.871686307263340510e+00,-5.267829777686382497e-01
-3.779196329853346192e+00,-2.729135535360530107e-01
-1.497186124109361680e-02,9.179366477489760978e-01
-1.685292807820965910e+00,6.668321521470607083e-01
-3.904706472863160194e+00,2.689765901981736373e+00
3.399736036787591509e+00,-9.013306461082376542e-01
1.939150603061463585e+00,2.330480831376061657e-01
-3.299302725886545495e+00,1.691704176296800144e+00
3.298838019594433124e+00,-6.336121607858092863e-01
3.631022363271453557e+00,-3.447148107635919612e+00
-3.561752325631545091e+00,-1.550808709137063701e+00
4.757423408454376501e-01,1.476140520798439937e+00
-5.470141541381123851e+00,4.305514361678938751e-01
1.405831170081220938e+00,-8.940514152813030524e-01
1.763107934892109041e+00,-2.180343326342411847e-01
1.688065508026463268e+00,1.153343608446284918e+00
6.343429090852179542e-01,2.275214092273023958e+00
-5.819480235657785272e+00,-1.310333388203994254e+00
-2.529352324360257143e+00,3.711844055221919625e+00
-5.416776888595987494e+00,-2.201337859849181178e-01
2.879582233173178518e-01,6.581868157317714463e+00
1.504426937165184386e+00,-1.462589448103666367e-01
6.231473757659894197e+00,-2.719284398837107819e+00
-2.173178088663303420e+00,1.313665811064558042e+00
1.939150603061463585e+00,2.330480831376061657e-01
1.004795038081186975e+00,3.895731721314779517e+00
4.251419227673109980e+00,-8.458518689862087880e-01
4.923509880220978907e+00,-8.001134221043076922e-01
-2.261209162603948997e+00,3.381007373658215354e+00
4.301501287366056303e+00,-7.499454165814305462e-01
-3.190324308881983484e+00,-5.361515163953388674e-01
3.112762289432687179e+00,-9.356499798162989379e-01
-2.927718859443674271e-01,3.000172740604083454e-01
4.036298779837031780e+00,-5.947028320916331268e+00
-5.967295402994692743e+00,-1.272485421805251482e+00
-2.619931275822032113e+00,1.298093689661806716e+00
-4.355024081833158700e-01,-4.774039379388010929e+00
1.939150603061463585e+00,2.330480831376061657e-01
4.347667617776392213e+00,-6.110089314627605850e-01
