ID,NAME,KANA,AGE,PIC,PARTY,PREFEC,DISTRICT,PRBLOCK,Q2_1,Q2_2,Q2_3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q8,SQ8_1,SQ8_2,SQ8_3,SQ8_4,SQ8_5,SQ8_6,SQ8_7,SQ8_8,SQ8_9,SQ8_10,SQ8_11,SQ8_12,SQ8_13,SQ8_14,SQ8_15,SQ8_16
id_00001T2Q,本田 太郎,ほんだ たろう,47,P_20210802SNSA0005S,1,26,5,NA,2,3,4,1,2,2,3,1,4,1,1,4,2,3,2,2,2,4,4,3,1,1,4,2,5,3,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_00002CGS,中嶋 秀樹,なかじま ひでき,50,P_20210727SNSA0040S,5,26,6,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_ZZZZZ0LG,山井 和則,やまのい かずのり,59,P_20210802SNSA0003S,2,26,6,NA,4,3,1,2,5,3,1,5,5,2,1,1,2,3,5,5,4,1,1,1,2,2,5,3,3,2,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
id_ZZZZZ3FB,清水 鴻一郎,しみず こういちろう,75,P_20210816SNSA0009S,1,26,6,NA,2,3,1,1,1,3,1,2,5,1,1,1,2,3,3,3,3,4,4,3,2,1,3,3,3,1,5,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0
id_ZZZZZ53Z,大西 宏幸,おおにし ひろゆき,54,P_20210727SNSA0011S,1,27,1,NA,3,2,4,2,3,3,2,2,4,2,2,3,3,3,2,3,2,3,3,2,3,2,4,2,3,3,4,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
id_ZZZZZ530,井上 英孝,いのうえ ひでたか,50,P_20210722SNSA0001S,5,27,1,NA,2,3,8,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_00001ROL,村上 賀厚,むらかみ のりあつ,62,P_20210722SNSA0002S,2,27,1,NA,2,1,4,5,5,3,1,5,5,3,1,1,1,1,1,5,4,1,1,1,4,3,5,4,2,2,1,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
id_00001TTJ,竹内 祥倫,たけうち よしのり,39,P_20210721SNSA0006S,4,27,1,NA,1,4,2,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ3IK,尾辻 かな子,おつじ かなこ,46,P_20210728SNSA0002S,2,27,2,NA,3,2,4,5,5,5,1,5,5,2,2,2,1,1,3,5,5,1,1,1,4,4,5,2,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ0LN,左藤 章,さとう あきら,70,P_20210730SNSA0011S,1,27,2,NA,2,3,4,1,2,2,3,1,4,2,2,4,3,2,3,2,2,4,4,2,2,2,3,2,4,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
id_00001EYK,守島 正,もりしま ただし,40,P_20210729SNSA0001S,5,27,2,NA,2,3,5,3,1,2,3,1,2,4,3,2,3,4,1,2,1,1,2,3,1,3,1,5,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
id_000004FO,萩原 仁,はぎはら ひとし,54,P_20210728SNSA0001S,2,27,3,NA,3,2,4,3,3,2,1,4,3,2,1,1,2,1,3,3,3,2,3,3,2,3,3,2,2,1,3,2,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0
id_000027I0,中条 栄太郎,ちゅうじょう えいたろう,52,P_20210908SNSA0021S,12,27,3,NA,2,7,3,1,1,1,5,5,3,2,1,5,1,1,5,5,1,5,1,3,5,1,5,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_ZZZZZ02C,佐藤 茂樹,さとう しげき,62,P_20210728SNSA0005S,3,27,3,NA,2,3,4,1,3,1,1,2,4,2,2,4,3,3,2,2,3,2,3,2,1,3,3,4,4,4,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
id_00001MJX,渡部 結,わたなべ ゆい,40,P_20210729SNSA0010S,4,27,3,NA,2,1,4,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ3GR,清水 忠史,しみず ただし,53,P_20210722SNSA0003S,4,27,4,NA,1,4,5,5,5,5,1,5,5,3,1,1,1,1,4,5,5,1,1,1,5,3,5,1,1,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ55X,美延 映夫,みのべ てるお,60,P_20210722SNSA0004S,5,27,4,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_ZZZZZ0LT,吉田 治,よしだ おさむ,59,P_20210722SNSA0005S,2,27,4,NA,1,2,3,2,3,3,3,3,4,2,2,2,3,3,3,3,3,2,3,2,2,1,4,2,3,3,2,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
id_ZZZZZ0LS,中山 泰秀,なかやま やすひで,51,P_20211002SNSA0001S,1,27,4,NA,2,3,4,1,1,2,1,1,3,3,1,3,3,3,3,3,2,3,3,1,1,1,2,2,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
id_00002LO2,籠池 諄子,かごいけ じゅんこ,64,P_20211015SNSA0030S,12,27,5,NA,5,99,99,3,1,3,1,5,5,1,1,1,3,1,4,5,5,3,5,5,5,1,5,1,1,5,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002DCV,大石 晃子,おおいし あきこ,44,P_20210921SNSA0014S,10,27,5,NA,4,2,1,3,5,5,1,5,5,1,1,1,1,3,3,5,5,1,1,1,5,3,3,1,1,1,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ12W,宮本 岳志,みやもと たけし,61,P_20210802SNSA0007S,4,27,5,NA,1,2,4,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001MI7,国重 徹,くにしげ とおる,46,P_20210730SNSA0047S,3,27,5,NA,3,2,4,2,4,3,1,2,4,2,1,4,2,3,2,4,2,1,1,1,2,4,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
id_00001MI6,伊佐 進一,いさ しんいち,46,P_20210731SNSA0001S,3,27,6,NA,2,3,4,2,3,3,1,2,4,3,2,4,2,3,2,3,2,2,1,1,2,4,3,4,3,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
id_ZZZZZ0LY,村上 史好,むらかみ ふみよし,69,P_20210802SNSA0002S,2,27,6,NA,2,3,5,3,3,3,3,4,4,3,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,4,3,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
id_0000275M,星 健太郎,ほし けんたろう,41,P_20211018SNSA0043S,12,27,6,NA,6,3,8,2,2,2,2,3,4,3,3,4,2,3,3,2,2,3,3,3,2,1,3,3,3,4,3,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
id_00000ODL,奥下 剛光,おくした たけみつ,46,P_20210728SNSA0036S,5,27,7,NA,2,3,8,1,2,3,3,2,3,4,1,1,4,5,1,3,2,2,3,2,2,2,3,4,3,2,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
id_ZZZZZG48,渡嘉敷 奈緒美,とかしき なおみ,59,P_20210728SNSA0035S,1,27,7,NA,3,2,4,2,2,2,2,2,3,3,3,4,3,3,2,2,2,4,3,4,2,2,3,3,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_00002KWG,川添 健真,かわそえ たつま,39,P_20210917SNSA0003S,4,27,7,NA,2,1,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002730,乃木 涼介,のぎ りょうすけ,57,P_20210728SNSA0033S,2,27,7,NA,2,5,4,3,3,3,2,3,4,2,2,1,3,2,3,3,4,3,3,2,4,4,3,4,3,3,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ3HI,西川 弘城,にしかわ ひろき,56,P_20210917SNSA0006S,10,27,7,NA,1,2,4,3,5,5,1,5,5,1,1,1,1,1,4,5,5,1,1,1,5,3,3,1,1,1,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001SLU,高麗 啓一郎,こうらい けいいちろう,41,P_20211017SNSA0007S,1,27,8,NA,2,3,4,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,4,2,3,3,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
id_00001FYH,漆間 譲司,うるま じょうじ,47,P_20210712SNSA0007S,5,27,8,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_00001FBO,松井 博史,まつい ひろふみ,53,P_20210702SNSA0001S,2,27,8,NA,2,4,3,3,3,3,1,5,5,2,1,3,1,3,2,5,3,1,3,1,3,2,5,3,3,3,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
id_ZZZZZ3KN,原田 憲治,はらだ けんじ,73,P_20210727SNSA0012S,1,27,9,NA,2,3,4,1,2,2,1,1,4,2,2,3,4,4,3,3,2,3,4,99,2,2,3,3,4,2,5,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1
id_00002G96,大椿 裕子,おおつばき ゆうこ,48,P_20210720SNSA0005S,7,27,9,NA,2,5,1,5,5,5,1,5,5,1,2,1,1,1,3,5,5,1,1,1,5,4,5,2,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001N6O,足立 康史,あだち やすし,56,P_20201007SNSA0001S,5,27,9,NA,2,3,4,1,1,2,4,2,4,4,2,1,3,5,2,3,1,2,1,1,2,2,3,5,4,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
id_00002LLB,磯部 和哉,いそべ かずや,49,P_20211012SNSA0029S,12,27,9,NA,5,7,3,2,3,3,1,4,2,2,1,1,2,3,2,4,5,1,1,1,5,1,3,5,1,5,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ12Z,辻元 清美,つじもと きよみ,61,P_20210728SNSA0026S,2,27,10,NA,2,3,5,4,5,4,1,5,5,2,1,1,1,3,3,5,5,1,1,1,4,4,4,2,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001GTC,池下 卓,いけした たく,46,P_20210728SNSA0031S,5,27,10,NA,2,5,8,1,2,2,1,2,2,3,2,1,1,4,3,2,1,3,3,1,1,2,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
id_00001NYB,大隈 和英,おおくま かずひで,52,P_20210728SNSA0021S,1,27,10,NA,2,3,1,1,1,1,3,1,5,1,1,1,2,2,3,2,1,3,3,2,1,1,3,2,5,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_ZZZZZ5Q8,中司 宏,なかつか ひろし,65,P_20210716SNSA0007S,5,27,11,NA,2,3,4,1,2,2,3,2,3,3,2,1,3,4,2,3,1,2,3,2,2,1,3,4,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
id_000004NY,佐藤 ゆかり,さとう ゆかり,60,P_20210727SNSA0013S,1,27,11,NA,2,4,8,1,1,2,1,1,4,3,1,4,2,4,2,2,2,5,3,4,2,1,3,4,4,4,3,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
id_ZZZZZ0MN,平野 博文,ひらの ひろふみ,72,P_20210716SNSA0004S,2,27,11,NA,2,4,1,3,3,2,2,3,4,3,2,2,2,3,3,4,3,2,3,2,3,3,4,3,3,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002ES2,北川 晋平,きたかわ しんぺい,34,P_20210727SNSA0017S,1,27,12,NA,2,3,4,1,2,1,1,1,4,1,1,3,3,3,3,3,1,3,4,3,1,1,3,3,4,3,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
id_0000272U,藤田 文武,ふじた ふみたけ,40,P_20210716SNSA0005S,5,27,12,NA,2,3,4,1,2,1,4,2,4,4,2,1,3,5,3,3,1,3,3,2,2,2,3,4,4,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_0000272M,松尾 正利,まつお まさのり,62,P_20210716SNSA0002S,4,27,12,NA,2,4,1,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002KUE,宇都宮 優子,うつのみや ゆうこ,45,P_20210716SNSA0006S,2,27,12,NA,1,2,4,3,4,3,1,5,5,2,1,1,2,3,2,5,4,1,1,1,3,2,5,2,2,1,3,2,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
id_00000BIZ,宗清 皇一,むねきよ こういち,51,P_20211001SNSA0003S,1,27,13,NA,2,3,99,2,2,2,1,2,4,3,3,4,3,2,3,3,2,5,4,3,1,2,3,2,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_00001YLQ,神野 淳一,かみの じゅんいち,45,P_20211001SNSA0002S,4,27,13,NA,2,1,4,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,5,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001FEH,岩谷 良平,いわたに りょうへい,41,P_20211001SNSA0001S,5,27,13,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_00001NXS,青柳 仁士,あおやぎ ひとし,42,P_20210710SNSA0003S,5,27,14,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,4,3,2,2,3,3,3,2,3,2,4,3,4,2,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
id_ZZZZZ0MW,長尾 敬,ながお たかし,58,P_20210727SNSA0014S,1,27,14,NA,4,3,2,1,1,1,5,1,4,1,1,1,2,2,4,2,1,5,5,3,1,1,2,2,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
id_ZZZZZ3JZ,小松 久,こまつ ひさし,64,P_20210710SNSA0004S,4,27,14,NA,1,2,4,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002L97,加納 陽之助,かのう ようのすけ,41,P_20210924SNSA0012S,1,27,15,NA,2,3,4,2,2,1,1,1,4,1,1,4,2,3,2,3,1,4,4,4,2,1,3,2,4,2,4,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
id_ZZZZZ3KG,浦野 靖人,うらの やすと,48,P_20210710SNSA0002S,5,27,15,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_00001GON,為 仁史,ため きみひと,72,P_20210710SNSA0001S,4,27,15,NA,2,1,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_0000055Q,森山 浩行,もりやま ひろゆき,50,P_20211012SNSA0005S,2,27,16,NA,3,2,4,3,4,3,2,4,4,4,2,2,2,3,3,4,4,2,2,2,3,3,4,3,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
id_ZZZZZ0N3,北側 一雄,きたがわ かずお,68,P_20211012SNSA0004S,3,27,16,NA,3,2,4,2,5,3,1,1,4,3,2,5,2,3,2,3,2,1,1,1,1,2,3,4,3,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
id_00002LAE,西脇 京子,にしわき きょうこ,49,P_20211016SNSA0018S,9,27,16,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002C7B,森 流星,もり りゅうせい,38,P_20211012SNSA0009S,4,27,17,NA,2,1,3,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZCEO,馬場 伸幸,ばば のぶゆき,56,P_20210719SNSA0011S,5,27,17,NA,3,2,4,2,2,2,2,1,3,4,3,1,1,4,2,2,1,2,2,2,3,1,4,4,4,5,2,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
id_00001FKQ,岡下 昌平,おかした しょうへい,46,P_20211012SNSA0007S,1,27,17,NA,2,3,4,1,2,2,2,2,5,2,2,3,3,2,2,3,2,3,3,3,1,1,4,1,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_00001N85,遠藤 敬,えんどう たかし,53,P_20210720SNSA0014S,5,27,18,NA,2,3,1,2,2,2,2,1,3,3,3,1,1,5,2,2,1,4,3,2,3,1,4,4,4,3,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
id_ZZZZZ3J9,神谷 昇,かみたに のぼる,72,P_20210727SNSA0015S,1,27,18,NA,1,3,2,1,2,3,1,2,3,2,2,1,2,3,3,3,2,3,3,3,2,4,4,2,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_00001U7O,川戸 康嗣,かわと やすし,46,P_20210719SNSA0007S,2,27,18,NA,7,4,1,3,3,5,1,5,5,1,1,1,3,3,2,4,4,2,2,1,4,3,5,2,3,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002KV8,望月 亮佑,もちづき りょうすけ,29,P_20210720SNSA0019S,4,27,18,NA,1,2,4,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001RKQ,北村 みき,きたむら みき,55,P_20210715SNSA0001S,4,27,19,NA,2,1,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001N88,谷川 とむ,たにがわ とむ,45,P_20210727SNSA0016S,1,27,19,NA,3,2,4,1,2,3,2,2,4,1,1,1,3,4,3,3,3,5,5,3,1,2,3,3,4,2,4,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
id_00001NXW,伊東 信久,いとう のぶひさ,57,P_20210720SNSA0016S,5,27,19,NA,2,3,8,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_ZZZZZ0NE,長安 豊,ながやす たかし,53,P_20210719SNSA0008S,2,27,19,NA,3,4,5,2,2,3,2,4,5,3,1,1,2,2,2,3,3,1,2,2,3,3,3,3,3,4,2,2,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0
id_00002LNT,木原 功仁哉,きはら くにや,37,P_20211015SNSA0014S,12,28,1,NA,3,99,99,1,1,1,5,2,4,4,4,2,4,3,4,4,2,5,5,5,3,1,4,2,3,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ56E,高橋 進吾,たかはし しんご,53,P_20211008SNSA0006S,12,28,1,NA,2,3,1,4,4,4,1,3,4,2,2,4,2,2,2,4,2,2,2,2,4,2,4,3,2,4,4,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
id_ZZZZZ56L,井坂 信彦,いさか のぶひこ,47,P_20210730SNSA0061S,2,28,1,NA,3,2,4,2,5,4,1,4,3,2,1,1,2,3,4,4,4,2,3,1,4,3,3,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
id_00002KWH,一谷 勇一郎,いちたに ゆういちろう,46,P_20210811SNSA0004S,5,28,1,NA,2,3,8,2,3,4,1,3,3,1,3,3,3,4,1,3,2,2,3,2,3,3,3,2,4,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
id_000004NA,盛山 正仁,もりやま まさひと,67,P_20211015SNSA0016S,1,28,1,NA,2,3,8,2,2,2,2,1,4,1,1,5,3,4,2,2,2,2,2,2,1,1,2,2,4,3,4,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
id_00001NFF,舩川 治郎,ふなかわ じろう,54,P_20210730SNSA0062S,2,28,2,NA,2,3,4,3,4,3,1,4,4,3,1,1,2,3,3,4,4,1,2,1,2,3,3,3,2,3,2,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ0NJ,赤羽 一嘉,あかば かずよし,63,P_20211015SNSA0007S,3,28,2,NA,3,2,6,3,3,3,2,2,5,2,2,4,2,4,2,3,1,1,3,2,2,3,3,4,4,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
id_000028MI,宮野 鶴生,みやの つるお,64,P_20210806SNSA0008S,4,28,2,NA,3,1,4,5,5,2,1,5,5,2,2,1,1,1,2,5,5,1,1,1,5,3,5,1,1,4,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ57W,和田 有一朗,わだ ゆういちろう,57,P_20210811SNSA0005S,5,28,3,NA,3,4,2,1,1,1,4,1,3,2,2,2,5,5,3,2,1,5,5,4,1,1,2,2,5,2,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
id_00002734,佐藤 泰樹,さとう やすき,50,P_20210810SNSA0006S,6,28,3,NA,2,1,4,2,3,3,2,4,5,2,3,1,3,4,3,4,4,2,2,2,3,2,4,2,3,2,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_000004GV,関 芳弘,せき よしひろ,56,P_20210910SNSA0014S,1,28,3,NA,3,2,1,1,2,3,2,2,4,2,2,3,3,4,3,3,2,4,4,3,2,2,2,3,5,2,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_ZZZZZ57T,赤田 勝紀,あかだ かつのり,54,P_20200924SNSA0002S,4,28,3,NA,3,1,4,5,5,2,1,5,5,2,2,1,1,1,2,5,5,1,1,1,5,4,5,1,1,4,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002GI6,今泉 真緒,いまいずみ まお,42,P_20210730SNSA0063S,2,28,4,NA,4,2,3,4,5,3,1,4,5,2,1,2,2,2,2,4,3,1,1,2,3,3,4,3,2,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001NH1,赤木 正幸,あかぎ まさゆき,46,P_20211005SNSA0019S,5,28,4,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_00001MMQ,藤井 比早之,ふじい ひさゆき,50,P_20211006SNSA0026S,1,28,4,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002LEK,遠藤 良太,えんどう りょうた,36,P_20211004SNSA0018S,5,28,5,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ0NT,梶原 康弘,かじわら やすひろ,65,P_20210730SNSA0064S,2,28,5,NA,2,4,3,4,4,3,1,5,5,3,2,1,1,1,2,3,3,2,3,2,4,2,5,2,2,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ0NS,谷 公一,たに こういち,69,P_20211004SNSA0008S,1,28,5,NA,2,1,8,1,5,2,1,2,4,1,2,4,2,2,1,3,1,3,4,2,1,2,3,3,4,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
id_00001G6I,桜井 周,さくらい しゅう,51,P_20210906SNSA0012S,2,28,6,NA,3,1,4,2,5,3,1,5,5,4,2,1,1,1,4,4,4,1,1,1,3,2,3,3,2,3,1,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001ML9,大串 正樹,おおぐし まさき,55,P_20210906SNSA0014S,1,28,6,NA,2,3,4,2,5,4,1,4,4,3,1,4,3,3,2,4,2,1,2,2,4,1,4,4,5,4,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_ZZZZZ0NV,市村 浩一郎,いちむら こういちろう,57,P_20210824SNSA0005S,5,28,6,NA,7,3,2,1,2,2,3,3,4,2,2,3,3,4,3,3,2,3,4,3,2,3,2,2,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
id_00002GB6,安田 真理,やすだ まり,43,P_20210730SNSA0066S,2,28,7,NA,2,1,4,4,5,3,1,5,5,3,1,4,2,3,3,4,4,1,1,1,4,3,4,3,2,2,2,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001MLA,山田 賢司,やまだ けんじ,55,P_20210820SNSA0003S,1,28,7,NA,2,1,3,1,1,1,2,1,5,1,1,4,2,3,4,2,1,4,4,4,1,1,3,2,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
id_000015Q3,三木 圭恵,みき けえ,55,P_20210820SNSA0004S,5,28,7,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_ZZZZZ0LP,辻 恵,つじ めぐむ,73,P_20211004SNSA0013S,10,28,8,NA,1,2,4,3,5,5,1,5,5,1,1,1,1,1,3,5,5,1,1,1,5,3,3,1,1,1,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_000023MV,小村 潤,こむら じゅん,46,P_20210726SNSA0005S,4,28,8,NA,3,1,4,5,5,2,1,5,5,2,2,1,1,1,2,5,5,1,1,1,5,4,5,1,1,4,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001MLN,中野 洋昌,なかの ひろまさ,43,P_20210726SNSA0003S,3,28,8,NA,3,2,4,2,5,2,1,2,5,2,1,3,2,2,2,4,2,1,1,1,2,3,4,2,3,2,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
