ID,NAME,KANA,AGE,PIC,PARTY,PREFEC,DISTRICT,PRBLOCK,Q2_1,Q2_2,Q2_3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q8,SQ8_1,SQ8_2,SQ8_3,SQ8_4,SQ8_5,SQ8_6,SQ8_7,SQ8_8,SQ8_9,SQ8_10,SQ8_11,SQ8_12,SQ8_13,SQ8_14,SQ8_15,SQ8_16
id_00002KAE,小林 悟,こばやし さとる,57,P_20211018SNSA0003S,5,1,1,NA,3,2,1,2,2,4,3,2,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
id_00000FJJ,道下 大樹,みちした だいき,45,P_20210910SNSA0006S,2,1,1,NA,2,4,3,3,5,4,1,5,5,2,2,2,2,3,3,4,5,1,1,1,3,4,3,2,2,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ1J6,船橋 利実,ふなはし としみつ,60,P_20210921SNSA0011S,1,1,1,NA,2,3,8,1,2,2,2,1,4,2,2,3,3,3,2,3,2,3,3,3,2,2,3,2,4,3,4,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
id_00002KWQ,高橋 祐介,たかはし ゆうすけ,41,P_20211011SNSA0018S,1,1,2,NA,2,3,8,2,3,2,3,3,4,2,2,3,2,3,3,3,3,3,3,2,2,2,4,2,3,3,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
id_ZZZZZ04J,松木 謙公,まつき けんこう,62,P_20211015SNSA0021S,2,1,2,NA,2,4,3,4,4,3,2,5,5,1,1,1,1,1,2,4,4,1,1,1,3,3,4,2,3,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ5Y9,山崎 泉,やまざき いずみ,48,P_20211015SNSA0039S,5,1,2,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_00001NHO,高木 宏寿,たかぎ ひろひさ,61,P_20210804SNSA0004S,1,1,3,NA,2,3,8,2,2,2,3,2,3,3,2,4,3,3,2,3,2,4,4,4,2,2,3,3,4,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
id_00002KAE,小林 悟,こばやし さとる,57,P_20211018SNSA0003S,5,1,1,NA,3,2,1,2,2,4,3,2,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
id_00000FJJ,道下 大樹,みちした だいき,45,P_20210910SNSA0006S,2,1,1,NA,2,4,3,3,5,4,1,5,5,2,2,2,2,3,3,4,5,1,1,1,3,4,3,2,2,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ1J6,船橋 利実,ふなはし としみつ,60,P_20210921SNSA0011S,1,1,1,NA,2,3,8,1,2,2,2,1,4,2,2,3,3,3,2,3,2,3,3,3,2,2,3,2,4,3,4,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
id_00002KWQ,高橋 祐介,たかはし ゆうすけ,41,P_20211011SNSA0018S,1,1,2,NA,2,3,8,2,3,2,3,3,4,2,2,3,2,3,3,3,3,3,3,2,2,2,4,2,3,3,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
id_ZZZZZ04J,松木 謙公,まつき けんこう,62,P_20211015SNSA0021S,2,1,2,NA,2,4,3,4,4,3,2,5,5,1,1,1,1,1,2,4,4,1,1,1,3,3,4,2,3,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ5Y9,山崎 泉,やまざき いずみ,48,P_20211015SNSA0039S,5,1,2,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_00001NHO,高木 宏寿,たかぎ ひろひさ,61,P_20210804SNSA0004S,1,1,3,NA,2,3,8,2,2,2,3,2,3,3,2,4,3,3,2,3,2,4,4,4,2,2,3,3,4,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
id_00002KXD,荒井 優,あらい ゆたか,46,P_20210804SNSA0003S,2,1,3,NA,2,1,4,3,4,3,1,3,4,3,2,3,4,2,2,4,3,1,1,1,2,2,3,4,2,4,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001O4N,小和田 康文,こわだ やすふみ,51,P_20210818SNSA0001S,5,1,3,NA,2,4,3,1,3,4,3,3,4,4,3,1,1,2,3,4,4,3,3,2,1,2,4,3,3,4,3,2,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
id_00002LCN,大築 紅葉,おおつき くれは,38,P_20210924SNSA0004S,2,1,4,NA,3,1,4,3,5,2,1,5,5,1,3,3,2,2,1,3,4,1,1,1,3,3,4,2,2,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ1KM,中村 裕之,なかむら ひろゆき,60,P_20210824SNSA0007S,1,1,4,NA,4,7,2,1,1,1,4,1,5,1,1,2,1,2,4,2,1,5,3,3,1,1,2,1,5,1,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
id_00001PQU,大津 伸太郎,おおつ しんたろう,56,P_20211007SNSA0050S,12,1,5,NA,3,7,2,4,2,3,1,1,4,1,1,2,2,2,2,4,5,1,1,1,3,2,2,2,1,2,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
id_000020UP,和田 義明,わだ よしあき,50,P_20200914SNSA0006S,1,1,5,NA,4,3,2,1,1,4,3,1,4,1,1,4,3,4,2,2,2,3,3,2,1,1,2,2,5,3,4,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
id_00001U0J,橋本 美香,はしもと みか,51,P_20200917SNSA0003S,4,1,5,NA,2,4,1,5,5,4,1,5,5,2,1,1,1,2,3,5,5,1,1,3,5,3,5,1,1,3,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001RSH,池田 真紀,いけだ まき,49,P_20200928SNSA0003S,2,1,5,NA,2,3,1,3,4,4,1,5,5,1,2,1,1,1,3,4,5,1,1,1,3,3,5,2,2,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002KA6,斉藤 忠行,さいとう ただゆき,30,P_20210730SNSA0018S,9,1,6,NA,1,4,8,1,1,1,3,1,2,2,2,3,2,4,2,2,5,1,1,1,1,1,3,3,4,3,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0
id_00000CJR,西川 将人,にしかわ まさひと,52,P_20210803SNSA0003S,2,1,6,NA,7,3,2,4,4,4,1,4,4,2,2,2,2,2,2,4,4,2,2,2,3,2,4,2,2,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00000MIK,東 国幹,あずま くによし,53,P_20201001SNSA0007S,1,1,6,NA,3,2,1,2,3,2,2,2,4,2,2,3,3,3,3,3,4,3,3,3,1,2,3,2,99,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
id_000002V3,伊東 良孝,いとう よしたか,72,P_20201105SNSA0004S,1,1,7,NA,3,2,4,2,2,3,3,1,4,1,1,4,2,3,1,2,2,2,3,3,2,1,4,2,3,4,4,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
id_00002IRF,篠田 奈保子,しのだ なおこ,49,P_20211011SNSA0015S,2,1,7,NA,2,1,4,4,5,5,1,5,5,2,2,1,1,1,2,4,4,1,1,1,5,4,5,1,2,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00000NNH,石川 明美,いしかわ あけみ,70,P_20200917SNSA0005S,4,1,7,NA,1,2,5,5,5,5,1,5,5,3,3,1,1,1,3,5,5,1,1,1,5,3,5,2,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_000004R9,逢坂 誠二,おおさか せいじ,62,P_20210727SNSA0024S,2,1,8,NA,2,1,4,2,3,3,1,4,5,2,2,2,2,2,2,3,4,1,2,1,2,3,3,2,2,3,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ048,前田 一男,まえだ かずお,55,P_20210727SNSA0027S,1,1,8,NA,3,2,4,1,1,1,1,1,3,3,3,1,3,5,2,2,3,3,5,5,1,1,3,3,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_000019ZU,山岡 達丸,やまおか たつまる,42,P_20200919SNSA0007S,2,1,9,NA,2,1,3,3,5,3,1,4,4,2,1,1,1,1,3,4,4,2,2,2,3,3,4,1,3,3,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00000ZFM,堀井 学,ほりい まなぶ,49,P_20200912SNSA0002S,1,1,9,NA,2,3,4,1,3,3,1,1,5,1,1,1,5,5,3,3,1,3,5,3,1,3,3,2,5,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
id_00001RQS,神谷 裕,かみや ひろし,53,P_20210730SNSA0046S,2,1,10,NA,1,2,3,3,3,3,1,5,5,2,2,3,2,2,2,4,3,1,1,1,3,3,5,2,2,3,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ1KU,稲津 久,いなつ ひさし,63,P_20210730SNSA0044S,3,1,10,NA,3,2,1,3,4,4,2,3,3,2,3,4,3,3,3,4,3,2,2,2,2,4,3,2,3,3,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
id_0000272S,石川 香織,いしかわ かおり,37,P_20210903SNSA0008S,2,1,11,NA,2,3,4,5,5,3,1,5,3,1,1,2,2,2,2,5,5,1,1,1,4,3,5,2,2,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001NHR,中川 郁子,なかがわ ゆうこ,62,P_20211007SNSA0015S,1,1,11,NA,2,3,4,3,2,2,3,2,4,2,2,5,3,3,3,3,5,4,5,4,2,2,3,2,3,3,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_00001TS8,川原田 英世,かわはらだ えいせい,38,P_20210920SNSA0001S,2,1,12,NA,3,1,4,4,5,5,1,5,5,1,1,1,2,3,1,5,5,1,1,1,4,3,5,1,2,1,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001NTG,武部 新,たけべ あらた,51,P_20201005SNSA0007S,1,1,12,NA,2,3,4,2,2,1,3,1,4,1,1,4,3,4,3,3,2,4,5,3,1,2,3,2,5,2,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_0000044X,菅原 誠,すがわら まこと,48,P_20210909SNSA0012S,4,1,12,NA,1,2,4,4,5,4,1,5,5,3,2,1,1,1,3,5,5,1,1,1,5,3,5,1,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ04U,江渡 聡徳,えと あきのり,66,P_20210717SNSA0002S,1,2,1,NA,2,3,4,1,1,2,2,1,4,2,2,4,3,4,3,2,2,4,4,4,2,1,2,2,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
id_ZZZZZ1NF,升田 世喜男,ますた せきお,64,P_20210727SNSA0007S,2,2,1,NA,2,4,3,3,5,3,2,3,4,3,1,3,2,2,2,3,4,1,1,1,3,2,5,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
id_00001NTM,斎藤 美緒,さいとう みお,41,P_20210727SNSA0044S,4,2,1,NA,2,1,4,5,5,5,1,5,5,3,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002L57,神田 潤一,かんだ じゅんいち,51,P_20210903SNSA0010S,1,2,2,NA,3,7,4,2,4,2,1,3,4,4,1,5,2,4,2,3,2,3,3,3,3,3,4,4,4,4,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002KWP,高畑 紀子,たかはた のりこ,58,P_20210729SNSA0022S,2,2,2,NA,3,4,2,3,5,3,1,5,4,2,2,3,3,3,2,5,3,1,1,1,3,3,3,3,3,4,3,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
id_00002KW6,田端 深雪,たばた みゆき,64,P_20210727SNSA0048S,4,2,2,NA,1,2,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,4,5,1,1,4,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ1M2,山内 崇,やまうち たかし,66,P_20210727SNSA0049S,2,2,3,NA,3,2,1,2,3,2,1,5,5,2,2,2,1,1,2,5,4,1,2,1,2,2,4,2,2,4,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_0000270I,木村 次郎,きむら じろう,53,P_20210910SNSA0015S,1,2,3,NA,3,2,4,1,2,2,3,1,4,3,2,5,2,3,2,2,3,3,3,3,2,1,4,4,5,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_000015WT,吉田 恭子,よしだ きょうこ,40,P_20210921SNSA0022S,4,3,1,NA,2,1,4,5,5,5,1,5,4,2,2,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_000011SA,階 猛,しな たけし,55,P_20210917SNSA0012S,2,3,1,NA,2,4,1,4,4,3,1,4,5,3,2,2,1,1,2,4,4,2,2,1,5,3,4,2,3,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ6HP,高橋 比奈子,たかはし ひなこ,63,P_20210921SNSA0023S,1,3,1,NA,3,1,7,2,4,3,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
id_00001YEE,大林 正英,おおばやし まさひで,57,P_20210918SNSA0002S,2,3,2,NA,2,3,1,3,4,5,1,4,3,3,1,2,2,3,2,3,4,2,2,2,3,4,4,3,2,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002LFR,荒川 順子,あらかわ じゅんこ,68,P_20211004SNSA0028S,9,3,2,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ056,鈴木 俊一,すずき しゅんいち,68,P_20211005SNSA0003S,1,3,2,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001NFX,藤原 崇,ふじわら たかし,38,P_20210807SNSA0001S,1,3,3,NA,3,6,7,2,2,2,2,2,4,2,2,4,2,2,3,4,3,4,4,3,2,2,3,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
id_ZZZZZ05A,小沢 一郎,おざわ いちろう,79,P_20211017SNSA0010S,2,3,3,NA,1,2,3,3,3,3,1,5,5,3,1,1,2,3,3,5,5,1,2,1,3,3,4,4,1,2,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ5EY,岡本 章子,おかもと あきこ,57,P_20210728SNSA0020S,2,4,1,NA,2,4,3,2,4,3,1,5,5,1,1,1,1,3,3,4,4,1,1,1,3,3,3,3,3,2,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002LI0,春藤 沙弥香,しゅんどう さやか,40,P_20211007SNSA0004S,5,4,1,NA,2,3,4,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_ZZZZZ05G,土井 亨,どい とおる,63,P_20210728SNSA0018S,1,4,1,NA,2,1,3,1,2,2,1,2,4,2,1,4,3,3,2,3,4,3,4,2,1,2,4,2,5,2,5,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
id_00002GR9,大草 芳江,おおくさ よしえ,39,P_20211016SNSA0006S,12,4,1,NA,3,99,99,2,5,1,1,3,1,4,3,3,1,3,3,5,3,1,1,1,1,1,3,3,2,5,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ05I,鎌田 さゆり,かまた さゆり,56,P_20210728SNSA0027S,2,4,2,NA,2,3,4,5,5,5,1,5,5,1,1,1,1,1,5,5,5,1,1,1,1,5,5,1,2,1,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ1QV,秋葉 賢也,あきば けんや,59,P_20211005SNSA0029S,1,4,2,NA,3,2,1,1,2,2,2,2,4,2,1,4,2,4,2,3,3,4,4,3,1,1,3,2,5,2,4,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
id_00002LI1,林 マリアゆき,はやし まりあゆき,47,P_20211007SNSA0006S,9,4,2,NA,4,3,1,1,5,5,1,3,3,3,1,1,1,3,4,1,5,1,1,1,3,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
id_00002KWY,大野 園子,おおの そのこ,33,P_20210730SNSA0042S,2,4,3,NA,2,1,4,3,4,4,1,4,4,3,2,1,2,3,2,3,5,1,1,1,4,3,4,3,1,2,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ05O,西村 明宏,にしむら あきひろ,61,P_20210728SNSA0037S,1,4,3,NA,3,2,4,2,3,2,2,2,4,2,2,4,3,3,3,4,3,4,3,3,2,3,3,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
id_00002LNQ,浅田 晃司,あさだ こうじ,74,P_20211015SNSA0013S,12,4,3,NA,3,2,1,1,3,3,1,1,5,1,2,4,3,4,4,2,1,4,5,2,4,3,2,2,2,4,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
id_ZZZZZ05S,伊藤 信太郎,いとう しんたろう,68,P_20210805SNSA0007S,1,4,4,NA,2,4,3,2,2,2,2,2,3,2,2,3,2,3,2,3,4,3,3,2,2,2,3,2,3,3,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_ZZZZZ5EX,舩山 由美,ふなやま ゆみ,53,P_20210903SNSA0007S,4,4,4,NA,2,1,4,4,5,4,1,5,5,2,2,1,1,1,2,5,5,1,1,1,5,2,3,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001DZE,早坂 敦,はやさか あつし,50,P_20211007SNSA0005S,5,4,4,NA,2,3,8,1,2,2,3,2,3,4,2,1,3,5,2,3,1,2,2,1,2,2,3,4,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
id_ZZZZZ05V,安住 淳,あずみ じゅん,59,P_20210916SNSA0028S,2,4,5,NA,2,1,3,2,4,2,1,4,4,2,2,3,2,1,1,4,4,1,1,1,2,1,3,2,3,4,2,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002KWO,森下 千里,もりした ちさと,40,P_20210729SNSA0016S,1,4,5,NA,3,2,4,1,2,1,3,2,4,3,2,4,2,3,2,2,3,5,4,3,1,1,2,2,3,4,5,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
id_ZZZZZ05W,小野寺 五典,おのでら いつのり,61,P_20210728SNSA0028S,1,4,6,NA,2,3,4,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_00001GPI,内藤 隆司,ないとう たかじ,63,P_20211013SNSA0007S,4,4,6,NA,2,1,4,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,1,5,1,1,5,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ1T0,冨樫 博之,とがし ひろゆき,66,P_20211004SNSA0032S,1,5,1,NA,3,2,1,2,3,2,3,1,3,3,2,4,3,3,2,3,3,3,3,3,2,3,3,2,5,4,3,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
id_ZZZZZ05Y,寺田 学,てらた まなぶ,45,P_20210913SNSA0017S,2,5,1,NA,4,2,3,2,5,4,1,4,4,3,2,2,3,3,2,2,2,1,1,1,2,2,4,4,2,4,3,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
id_ZZZZZ0WQ,金田 勝年,かねだ かつとし,72,P_20211015SNSA0035S,1,5,2,NA,3,4,8,2,3,4,2,2,4,1,2,3,2,3,3,2,3,3,3,3,2,3,2,2,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_00001RLJ,緑川 貴士,みどりかわ たかし,36,P_20210913SNSA0018S,2,5,2,NA,2,3,1,1,5,3,1,4,5,2,2,2,1,3,2,4,4,1,2,1,2,2,4,2,2,3,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002L66,杉山 彰,すぎやま あきら,55,P_20211011SNSA0030S,4,5,3,NA,1,2,4,5,5,4,1,5,3,4,2,1,1,1,2,5,5,1,1,1,5,4,5,1,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ065,御法川 信英,みのりかわ のぶひで,57,P_20211011SNSA0031S,1,5,3,NA,3,2,4,2,3,2,3,2,3,2,2,3,3,4,2,2,2,3,3,3,2,2,3,3,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
id_00001RSG,原田 和広,はらだ まさひろ,48,P_20210720SNSA0010S,2,6,1,NA,2,1,7,3,5,5,1,5,5,1,1,1,1,1,2,4,5,1,1,1,3,1,5,2,1,2,3,2,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
id_ZZZZZ069,遠藤 利明,えんどう としあき,71,P_20211008SNSA0004S,1,6,1,NA,3,2,1,2,3,3,1,1,4,2,3,5,2,3,3,3,2,3,4,2,1,3,3,2,3,4,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_00001MOG,鈴木 憲和,すずき のりかず,39,P_20201005SNSA0014S,1,6,2,NA,3,4,1,2,3,2,1,1,3,1,1,4,1,2,2,5,1,3,3,2,1,3,3,3,4,3,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
id_00002L35,加藤 健一,かとう けんいち,40,P_20210901SNSA0008S,6,6,2,NA,4,1,2,4,5,4,1,5,5,2,2,2,3,3,3,4,5,2,2,2,3,3,5,2,2,3,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00002LG1,梅木 威,うめき たけし,62,P_20211016SNSA0007S,4,6,3,NA,2,1,4,5,5,5,1,5,5,1,1,1,1,1,1,5,5,1,1,1,5,3,5,2,1,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_000027A1,阿部 ひとみ,あべ ひとみ,60,P_20210923SNSA0003S,12,6,3,NA,3,4,7,4,4,4,2,2,4,2,2,4,1,1,2,3,2,3,4,3,2,2,4,2,4,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_00001RKR,加藤 鮎子,かとう あゆこ,42,P_20210717SNSA0001S,1,6,3,NA,3,4,2,2,4,3,1,2,4,2,1,5,2,5,2,4,1,3,99,2,3,4,5,4,3,3,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
id_000011SM,金子 恵美,かねこ えみ,56,P_20210811SNSA0002S,2,7,1,NA,1,3,2,3,5,3,1,5,5,3,3,1,2,3,3,3,5,1,2,1,3,3,4,3,2,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ06L,亀岡 偉民,かめおか よしたみ,66,P_20210908SNSA0002S,1,7,1,NA,2,3,4,1,3,2,1,3,3,3,3,5,3,5,3,2,2,4,4,3,1,2,3,3,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_00002KWR,馬場 雄基,ばば ゆうき,29,P_20210730SNSA0004S,2,7,2,NA,2,4,7,2,4,3,2,3,4,3,2,2,2,3,2,3,3,2,2,3,3,3,4,3,3,4,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
id_ZZZZZ06S,根本 匠,ねもと たくみ,70,P_20210830SNSA0006S,1,7,2,NA,2,1,3,1,1,1,1,1,5,1,1,5,5,5,4,3,1,3,3,2,1,1,3,1,5,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
id_00001O3T,上杉 謙太郎,うえすぎ けんたろう,46,P_20210830SNSA0007S,1,7,3,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ06U,玄葉 光一郎,げんば こういちろう,57,P_20211016SNSA0015S,2,7,3,NA,2,3,4,2,3,3,2,4,4,3,2,4,2,3,2,3,4,1,2,2,2,2,4,3,3,3,4,2,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0
id_000019U4,小熊 慎司,おぐま しんじ,53,P_20210730SNSA0037S,2,7,4,NA,2,3,1,3,4,3,1,5,4,2,2,2,3,3,3,4,5,1,1,1,2,3,3,3,1,2,5,2,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0
id_ZZZZZ5M0,菅家 一郎,かんけ いちろう,66,P_20210803SNSA0007S,1,7,4,NA,3,2,4,3,3,3,2,1,2,2,2,3,3,3,2,3,3,3,3,3,2,3,2,2,4,3,4,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
id_000021G4,熊谷 智,くまがい とも,42,P_20210806SNSA0013S,4,7,5,NA,4,1,5,4,5,5,1,5,5,1,1,1,1,1,3,5,5,1,1,1,5,3,5,1,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ00B,吉野 正芳,よしの まさよし,73,P_20210806SNSA0012S,1,7,5,NA,3,2,4,3,4,2,1,1,4,2,2,5,2,2,4,1,1,4,5,3,1,1,4,3,3,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
id_ZZZZZ072,福島 伸享,ふくしま のぶゆき,51,P_20210729SNSA0024S,12,8,1,NA,2,1,8,3,3,2,2,4,4,3,2,2,2,1,4,4,2,2,3,1,3,2,3,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
id_ZZZZZ1YZ,田所 嘉徳,たどころ よしのり,67,P_20210729SNSA0023S,1,8,1,NA,3,2,6,3,3,3,1,2,3,2,2,3,3,3,2,5,3,3,5,3,2,2,3,1,3,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
id_ZZZZZ075,額賀 福志郎,ぬかが ふくしろう,77,P_20210924SNSA0005S,1,8,2,NA,3,2,1,2,3,2,1,1,4,4,4,5,2,99,2,3,2,2,99,2,2,2,2,4,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
