5.618445811158863101e+00,-1.800315130875649317e+00,3.755169896477520197e+00
4.767449695755027861e+00,-8.541708914377725836e-01,-3.259074165998233408e+00
-5.251729430597777970e+00,-5.679139536997388493e-01,8.800239684418263708e-02
-2.845811700426087665e+00,5.534289055409464808e+00,9.459788925078309318e-02
4.468157177416163250e+00,-9.672365731815505407e-01,-6.811005544789242583e-01
-4.232815422742035594e+00,-5.822548804610355733e-01,8.379128979465574889e-02
1.952791154104006388e+00,2.895451143090443380e-01,-1.349614012775127714e-01
-2.865236552373770174e+00,-1.563782555413640418e+00,7.941493479788979126e-01
4.058195959040423517e+00,-1.994140662504924721e+00,1.737399735320593441e+00
3.033364356709622456e+00,-1.038512912383182440e+00,1.160105672465095772e+00
3.844027013180615793e+00,-9.087511693167061866e-01,-1.762891470434992947e+00
-5.467639047933954721e+00,3.008811218262827936e-01,-9.725016596080914288e-01
-2.072166569230908362e+00,-5.160265031130082392e-01,8.607819116399845205e-01
2.184265843411493435e+00,-1.195769664848932434e+00,-3.775888346681839369e+00
2.973782532745250951e+00,9.687116991316404579e-01,2.720353262018889495e+00
2.071720367911024763e+00,-7.373802295179480160e-01,2.233139259110121344e+00
3.514069199568869095e+00,2.017044229898703744e-01,-1.711160579892008426e+00
-1.841978371466344910e+00,-1.580438666988591478e+00,4.397292146171354332e+00
3.538668578362834438e+00,-1.618039206691427534e+00,-1.219926869194900343e+00
-1.878238467299024439e+00,8.781673554687213779e-02,-8.639302939849134999e-01
3.388786112808054085e+00,-3.796649361377850251e+00,9.468044843298832891e-01
2.803838365481221562e+00,-6.785763454749292600e-02,-2.387965456672939801e+00
-4.923699041378276853e+00,-6.952162512489402646e-01,6.246760803502018344e-01
5.036686686654815226e+00,-7.171510312563608158e-01,2.613437472149109375e+00
2.496473481456325860e+00,-1.277546306244313978e+00,-2.793217029494387660e+00
-7.551958499319825213e-01,1.831414437924104577e-01,9.968570635027659277e-01
2.449133465636767149e+00,4.508027712441993629e+00,1.267261927139259781e+00
1.957511912833706180e+00,2.570990360924079177e+00,2.818611467885967947e+00
-5.577153187057714012e-01,2.713275785788015426e+00,-6.138208612427608069e-01
-1.991090667851066476e+00,-9.623060921746507956e-01,7.152860566098184769e-01
-5.809655003333320522e+00,-4.228632294928639235e-01,-2.554369699073147704e+00
4.205205908596608033e+00,-8.088062977785867025e-01,-1.071805167946040527e+00
2.037447382606050628e+00,-7.320243335399652107e-01,1.195233396652967822e-01
4.212299296176984953e+00,-1.705941636946952888e+00,-1.706065407450543914e+00
-1.170375182153717386e+00,1.823269231269645907e+00,-7.311835192702439978e-02
4.706099075828682032e+00,-1.891674519133247800e+00,9.570207876671292524e-02
